video_id,question_id,task,question,choices,answer,correct_choice,pred_answer,pred_choice,qa_acc,realtime,n_frames_seen,n_frames_loaded,sample_fps,truncated,tokens_kept,tokens_seen,token_keep_rate,prune_cache,n_tokens_fed,num_blocks,n_local,kv_cache_bytes,retrieve_size,chunk_size
Real-Time_Visual_Understanding__sample_15,Real-Time Visual Understanding_sample_15_1,Action Perception,What does the person do right after zesting the lime over the bowl?,"['Mixes the ingredients with a spoon.', 'Adds another ingredient from a bottle.', 'Places the lime on the countertop.', 'Mixes the ingredients by his hand.']",Mixes the ingredients by his hand.,D,D) Mixes the ingredients by his hand.,D,100.0,92.0,93,522,1.0,False,13944,23901,0.5834,adaptive,14135,55,3084,7410810880,8,1
Real-Time_Visual_Understanding__sample_15,Real-Time Visual Understanding_sample_15_2,Object Perception,What item is the man holding in his left hand right now?,"['A spatula.', 'A red pepper mill.', 'A glass bowl.', 'A bottle of olive oil.']",A bottle of olive oil.,D,C) A glass bowl.,C,0.0,160.0,161,522,1.0,False,22095,41377,0.534,adaptive,22359,87,3084,11722555392,8,1
Real-Time_Visual_Understanding__sample_15,Real-Time Visual Understanding_sample_15_3,Attribute Perception,What colors are visible in the dish of rice on the stovetop?,"['White, red, and green.', 'White and green.', 'Brown and green.', 'Brown, red, and green.']","White, red, and green.",A,B) White and green.,B,0.0,279.0,280,522,1.0,False,37820,71960,0.5256,adaptive,38293,149,3084,20076560384,8,1
Real-Time_Visual_Understanding__sample_15,Real-Time Visual Understanding_sample_15_4,Attribute Perception,What color are the walls in the kitchen?,"['White.', 'Black.', 'Green.', 'Blue.']",White.,A,A) White.,A,100.0,305.0,306,522,1.0,False,40849,78642,0.5194,adaptive,41377,161,3084,21693464576,8,1
Real-Time_Visual_Understanding__sample_15,Real-Time Visual Understanding_sample_15_5,Event Understanding,What sequence of actions was the person follow after tilting the pan?,"['Pouring food into a bowl, setting the pan aside, and wiping the countertop.', 'Chopping vegetables, stirring the pan, and explaining the recipe.', 'Pouring food into a bowl, adding more ingredients, and tasting the dish.', 'Stirring the food, plating the dish, and washing utensils.']","Pouring food into a bowl, setting the pan aside, and wiping the countertop.",A,"C) Pouring food into a bowl, adding more ingredients,",C,0.0,521.0,522,522,1.0,False,69582,134154,0.5187,adaptive,70161,273,3084,36784570368,8,1
Real-Time_Visual_Understanding__sample_16,Real-Time Visual Understanding_sample_16_1,Object Perception,What is the man from the introduction holding in his hand right now?,"['A cookbook.', 'A knife.', 'A towel.', 'A spatula.']",A towel.,C,C) A towel.,C,100.0,9.0,10,660,1.0,False,1446,2570,0.5626,adaptive,1542,6,3084,0,8,1
Real-Time_Visual_Understanding__sample_16,Real-Time Visual Understanding_sample_16_2,Object Perception,What is placed on the ridged grill pan right now?,"['A large piece of raw ground meat.', 'A piece of chicken.', 'A slice of bread.', 'A fish fillet.']",A large piece of raw ground meat.,A,C) A slice of bread.,C,0.0,327.0,328,660,1.0,False,49994,84296,0.5931,adaptive,50115,195,3084,26274693120,8,1
Real-Time_Visual_Understanding__sample_16,Real-Time Visual Understanding_sample_16_3,Object Perception,What items are present on the grill pan right now?,"['Chicken breast, tomato slices, and mushrooms.', 'Grilled onions, beef patty, and bacon strips.', 'Fish fillets, asparagus, and lemon slices.', 'Sausage links, green peppers, and onions.']","Grilled onions, beef patty, and bacon strips.",B,"A) Chicken breast, tomato slices, and mushrooms.",A,0.0,481.0,482,660,1.0,False,73360,123874,0.5922,adaptive,73502,286,3084,38536216576,8,1
Real-Time_Visual_Understanding__sample_16,Real-Time Visual Understanding_sample_16_4,Object Perception,What item is displayed on the phone screen right now?,"['A recipe.', 'A cooking video.', 'The time.', 'A shopping list.']",The time.,C,A) A recipe.,A,0.0,642.0,643,660,1.0,False,99149,165251,0.6,adaptive,99459,387,3084,52145160192,8,1
Real-Time_Visual_Understanding__sample_16,Real-Time Visual Understanding_sample_16_5,Action Perception,What does the person with long blonde hair do in the video?,"['Cooks a meal.', 'Washes dishes.', 'Record a video about this food.', 'Sets the table.']",Record a video about this food.,C,A) Cooks a meal.,A,0.0,659.0,660,660,1.0,False,102199,169620,0.6025,adaptive,102543,399,3084,53762064384,8,1
Real-Time_Visual_Understanding__sample_17,Real-Time Visual Understanding_sample_17_1,Action Perception,What action is the person taking with the meat?,"['He seasons the meat.', 'He lowers the meat into the frying pan.', 'He cuts the meat into pieces.', 'He removes the meat from the frying pan.']",He lowers the meat into the frying pan.,B,C) He cuts the meat into pieces.,C,0.0,124.0,125,553,1.0,False,18298,32125,0.5696,adaptive,18504,72,3084,9701425152,8,1
Real-Time_Visual_Understanding__sample_17,Real-Time Visual Understanding_sample_17_2,Object Perception,What type of fruit is being squeezed right now?,"['Blueberry.', 'Orange.', 'Yellow Plum.', 'Apple.']",Yellow Plum.,C,B) Orange.,B,0.0,243.0,244,553,1.0,False,36529,62708,0.5825,adaptive,36751,143,3084,19268108288,8,1
Real-Time_Visual_Understanding__sample_17,Real-Time Visual Understanding_sample_17_3,Object Perception,What is the man using to cook food in the pan?,"['A wooden spoon.', 'A metal spatula.', 'Red kitchen tongs.', 'A fork.']",Red kitchen tongs.,C,B) A metal spatula.,B,0.0,363.0,364,553,1.0,False,54702,93548,0.5847,adaptive,54998,214,3084,28834791424,8,1
Real-Time_Visual_Understanding__sample_17,Real-Time Visual Understanding_sample_17_4,Object Perception,What is simmering in a pan on the right side of the kitchen counter right now?,"['Tomatoes slices.', 'Cooked food.', 'Vegetables.', 'Leafy greens.']",Tomatoes slices.,A,A) Tomatoes slices.,A,100.0,481.0,482,553,1.0,False,72217,123874,0.583,adaptive,72731,283,3084,38131990528,8,1
Real-Time_Visual_Understanding__sample_17,Real-Time Visual Understanding_sample_17_5,Action Perception,What is this person doing now right now?,"['Dice the green onions finely.', 'Chop the cilantro finely.', 'Climbing ropes and carabiners.', 'First aid kits and maps.']",Chop the cilantro finely.,B,A) Dice the green onions finely.,A,0.0,552.0,553,553,1.0,False,83112,142121,0.5848,adaptive,83782,326,3084,43925897216,8,1
Real-Time_Visual_Understanding__sample_18,Real-Time Visual Understanding_sample_18_1,Object Perception,What sign is decorating the upper left portion of the wall behind the man?,"['A blue ""CHEF"" sign.', 'A yellow ""COOK"" sign.', 'A red ""COOK"" sign.', 'A green ""CHEF"" sign.']","A red ""COOK"" sign.",C,"A) A blue ""CHEF"" sign.",A,0.0,40.0,41,546,1.0,False,5481,10537,0.5202,adaptive,5654,22,3084,2964324352,8,1
Real-Time_Visual_Understanding__sample_18,Real-Time Visual Understanding_sample_18_2,Object Perception,What is the man at the stove wearing?,"['A green T-shirt.', 'A striped shirt.', 'A dark T-shirt.', ""A chef's hat.""]",A dark T-shirt.,C,C) A dark T-shirt.,C,100.0,117.0,118,546,1.0,False,17298,30326,0.5704,adaptive,17476,68,3084,9162457088,8,1
Real-Time_Visual_Understanding__sample_18,Real-Time Visual Understanding_sample_18_3,Object Perception,What is the chef holding while stirring the leafy greens in the pan?,"['A metal spoon.', 'A plastic spatula.', 'A wooden spoon.', 'A whisk.']",A wooden spoon.,C,C) A wooden spoon.,C,100.0,200.0,201,546,1.0,False,28741,51657,0.5564,adaptive,29041,113,3084,15225847808,8,1
Real-Time_Visual_Understanding__sample_18,Real-Time Visual Understanding_sample_18_4,Action Perception,What is the man doing right now?,"['He chops vegetables.', 'He uses spoon to lift yellow pasta from the pot.', 'He pours sauce into the pot.', 'He sets the table.']",He uses spoon to lift yellow pasta from the pot.,B,C) He pours sauce into the pot.,C,0.0,406.0,407,546,1.0,False,57913,104599,0.5537,adaptive,58339,227,3084,30586437632,8,1
Real-Time_Visual_Understanding__sample_18,Real-Time Visual Understanding_sample_18_5,Text-Rich Understanding,How much time does this person have left now??,"['01:53.', '01:52.', '01:51.', '01:54.']",01:52.,B,D) 01:54,D,0.0,545.0,546,546,1.0,False,77250,140322,0.5505,adaptive,77871,303,3084,40826830848,8,1
Real-Time_Visual_Understanding__sample_19,Real-Time Visual Understanding_sample_19_1,Attribute Perception,What is the color of the baking dish filled with flour?,"['Blue.', 'Grey.', 'White.', 'Black.']",Grey.,B,C) White.,C,0.0,181.0,182,727,1.0,False,26938,46774,0.5759,adaptive,26985,105,3084,14147911680,8,1
Real-Time_Visual_Understanding__sample_19,Real-Time Visual Understanding_sample_19_3,Object Perception,What is the person wearing while standing in the kitchen?,"['A blue apron.', 'A white t-shirt.', 'A black jacket.', 'A red sweater.']",A white t-shirt.,B,B) A white t-shirt.,B,100.0,361.0,362,727,1.0,False,53075,93034,0.5705,adaptive,53199,207,3084,27891597312,8,1
Real-Time_Visual_Understanding__sample_19,Real-Time Visual Understanding_sample_19_2,Object Perception,What item does the person use to mix the contents of the bowl?,"['A spoon.', 'A fork.', 'A whisk.', 'A spatula.']",A whisk.,C,C) A whisk.,C,100.0,363.0,364,727,1.0,False,53369,93548,0.5705,adaptive,53713,209,3084,28161081344,8,1
Real-Time_Visual_Understanding__sample_19,Real-Time Visual Understanding_sample_19_4,Object Perception,What is on the countertop in front of the man right now?,"['A loaf of bread and a bottle of wine.', 'A bowl of fruit and a bottle of juice.', 'A cutting board with sliced potatoes.', 'A plate of vegetables and a bottle of water.']",A cutting board with sliced potatoes.,C,C) A cutting board with sliced potatoes.,C,100.0,542.0,543,727,1.0,False,79555,139551,0.5701,adaptive,79927,311,3084,41904766976,8,1
Real-Time_Visual_Understanding__sample_19,Real-Time Visual Understanding_sample_19_5,Object Perception,What is the countertop made of in the kitchen scene?,"['Granite.', 'Wood.', 'Marble.', 'Stainless steel.']",Marble.,C,C) Marble.,C,100.0,726.0,727,727,1.0,False,108004,186839,0.5781,adaptive,108454,422,3084,56861130752,8,1
Real-Time_Visual_Understanding__sample_20,Real-Time Visual Understanding_sample_20_1,Attribute Perception,What is the color of the man's t-shirt in the initial video?,"['Light blue.', 'Dark navy blue.', 'White.', 'Green.']",Dark navy blue.,B,C) White.,C,0.0,51.0,52,323,1.0,False,6351,13364,0.4752,adaptive,6425,25,3084,3368550400,8,1
Real-Time_Visual_Understanding__sample_20,Real-Time Visual Understanding_sample_20_2,Object Perception,What item is the woman initially holding in her left hand right now?,"['A green container.', 'A small saucepan.', 'A white bowl.', 'A can.']",A can.,D,C) A white bowl.,C,0.0,60.0,61,323,1.0,False,7914,15677,0.5048,adaptive,8224,32,3084,4311744512,8,1
Real-Time_Visual_Understanding__sample_20,Real-Time Visual Understanding_sample_20_3,Object Perception,What item is the woman holding in her left hand right now?,"['A carton of eggs.', 'A white mixing bowl.', 'A whisk.', 'A small white bowl.']",A white mixing bowl.,B,C) A whisk.,C,0.0,121.0,122,323,1.0,False,18025,31354,0.5749,adaptive,18504,72,3084,9701425152,8,1
Real-Time_Visual_Understanding__sample_20,Real-Time Visual Understanding_sample_20_4,Attribute Perception,What color is the fluid being poured onto the griddle?,"['White.', 'Yellow.', 'Brown.', 'Red.']",Yellow.,B,B) Yellow.,B,100.0,181.0,182,323,1.0,False,27172,46774,0.5809,adaptive,27756,108,3084,14552137728,8,1
Real-Time_Visual_Understanding__sample_20,Real-Time Visual Understanding_sample_20_5,Event Understanding,What has this woman just done?,"['Pour the cooked seasonings from the pot onto the chicken wings on the grill.', 'Pour the seasonings from the pot onto the panca.', 'Pour the prepared sauce from the pot onto the roasted fish.', 'Pour the mixed spices from the pot onto the steak being seared.']",Pour the seasonings from the pot onto the panca.,B,B) Pour the seasonings from the pot onto the panca.,B,100.0,322.0,323,323,1.0,False,50607,83011,0.6096,adaptive,51400,200,3084,26948403200,8,1
Real-Time_Visual_Understanding__sample_21,Real-Time Visual Understanding_sample_21_1,Object Perception,What is the person holding right now?,"['A spatula.', 'A spoon.', 'An olive oil bottle.', 'A whisk.']",An olive oil bottle.,C,C) An olive oil bottle.,C,100.0,66.0,67,316,1.0,False,9296,17219,0.5399,adaptive,9509,37,3084,4985454592,8,1
Real-Time_Visual_Understanding__sample_21,Real-Time Visual Understanding_sample_21_2,Object Perception,What is the woman holding over the black frying pan?,"['A wooden spoon.', 'A salt shaker.', 'noodles.', 'A spatula.']",noodles.,C,D) A spatula.,D,0.0,165.0,166,316,1.0,False,23370,42662,0.5478,adaptive,23644,92,3084,12396265472,8,1
Real-Time_Visual_Understanding__sample_21,Real-Time Visual Understanding_sample_21_3,Object Perception,What is the woman holding while she is stirring the pot on the stove?,"['A ladle.', 'A whisk.', 'A tongs.', 'A spatula.']",A tongs.,C,B) A whisk.,B,0.0,185.0,186,316,1.0,False,26078,47802,0.5455,adaptive,26471,103,3084,13878427648,8,1
Real-Time_Visual_Understanding__sample_21,Real-Time Visual Understanding_sample_21_4,Attribute Perception,What color is the pot being used by the person in the kitchen?,"['Black.', 'Silver.', 'Red.', 'White.']",Silver.,B,B) Silver.,B,100.0,241.0,242,316,1.0,False,33052,62194,0.5314,adaptive,33667,131,3084,17651204096,8,1
Real-Time_Visual_Understanding__sample_21,Real-Time Visual Understanding_sample_21_5,Object Perception,What item is the woman holding in her hand right now?,"['A red book.', 'A salt grinder.', 'A cup of coffee.', 'A newspaper.']",A salt grinder.,B,B) A salt grinder.,B,100.0,315.0,316,316,1.0,False,44011,81212,0.5419,adaptive,44718,174,3084,23445110784,8,1
Real-Time_Visual_Understanding__sample_22,Real-Time Visual Understanding_sample_22_1,Object Perception,What is the woman holding in her right hand right now?,"['A silver pot.', 'A green-bottled container.', 'A glass bowl.', 'A silver spoon.']",A silver spoon.,D,D) A silver spoon.,D,100.0,62.0,63,277,1.0,False,7945,16191,0.4907,adaptive,7967,31,3084,4177002496,8,1
Real-Time_Visual_Understanding__sample_22,Real-Time Visual Understanding_sample_22_2,Action Perception,What does the woman do after pouring a small amount of a white substance into the pot?,"['Places the bowl on the counter.', 'Looks out the window.', 'Shakes the spoon.', 'Stirs the contents of the pot with a spoon.']",Stirs the contents of the pot with a spoon.,D,D) Stirs the contents of the pot with a spoon.,D,100.0,75.0,76,277,1.0,False,9582,19532,0.4906,adaptive,9766,38,3084,5120196608,8,1
Real-Time_Visual_Understanding__sample_22,Real-Time Visual Understanding_sample_22_3,Attribute Perception,What color is the woman's nail polish?,"['Red.', 'Pink.', 'Blue.', 'Pale.']",Pale.,D,B) Pink.,B,0.0,183.0,184,277,1.0,False,26158,47288,0.5532,adaptive,26471,103,3084,13878427648,8,1
Real-Time_Visual_Understanding__sample_22,Real-Time Visual Understanding_sample_22_4,Attribute Perception,What is one of the items visible on the kitchen counter along with the condiments?,"['A red mug.', 'A blue cup.', 'A yellow bowl.', 'A green mug.']",A green mug.,D,C) A yellow bowl.,C,0.0,250.0,251,277,1.0,False,37436,64507,0.5803,adaptive,37779,147,3084,19807076352,8,1
Real-Time_Visual_Understanding__sample_22,Real-Time Visual Understanding_sample_22_5,Action Perception,What has this woman just done?,"['She starts cleaning the pan.', 'She begins to wash the plate.', 'She opens the refrigerator.', 'She chop the green onions on the cutting board.']",She chop the green onions on the cutting board.,D,D) She chop the green onions on the cutting board.,D,100.0,276.0,277,277,1.0,False,41561,71189,0.5838,adaptive,42148,164,3084,22097690624,8,1
Real-Time_Visual_Understanding__sample_23,Real-Time Visual Understanding_sample_23_1,Text-Rich Understanding,What text appears on the screen right now?,"['""RAMSAY in 10"".', '""RAMSAY in 5"".', '""COOKING in 10"".', '""CHEF in 10"".']","""RAMSAY in 10"".",A,"A) ""RAMSAY in 10"".",A,100.0,18.0,19,259,1.0,False,2126,4883,0.4354,adaptive,2313,9,3084,0,8,1
Real-Time_Visual_Understanding__sample_23,Real-Time Visual Understanding_sample_23_2,Object Perception,What item is the woman holding while stirring the pot?,"['A wooden spoon.', 'A glass bottle of oil.', 'A pepper grinder.', 'A small bowl.']",A small bowl.,D,A) A wooden spoon.,A,0.0,62.0,63,259,1.0,False,8398,16191,0.5187,adaptive,8738,34,3084,4581228544,8,1
